PMID,DOI,Title,Abstract,Journal,Year,Authors,MeSH,Keywords
42454185,10.20517/evcna.2025.176,Comparison of extracellular vesicle isolation methods reveals method-dependent protein and miRNA profiles in saliva.,"Salivary extracellular vesicles (EVs) are promising non-invasive biomarkers for disease diagnosis and monitoring, reflecting both systemic and local physiological states. However, the diversity of EV isolation protocols and the possibility that each method enriches distinct EV subpopulations remain major barriers to reproducibility and data comparability. This study aimed to evaluate the impact of different EV isolation methods on the yield, purity, and molecular composition of salivary EVs from healthy volunteers, thereby clarifying how these methods affect the potential use of salivary EVs as a non-invasive biomarker source for disease diagnosis and monitoring.We conducted a comprehensive comparison of three EV isolation methods - ultracentrifugation (UC), polyethylene glycol (PEG)-based co-precipitation (Q), and immunoaffinity capture (M) - to evaluate their impact on EV yield, purity, and molecular composition. Salivary EVs from healthy volunteers were analyzed using proteomic and small RNA sequencing approaches.Principal component analysis revealed clear isolation method-dependent clustering, where M-derived EVs displayed the most distinct profile. The UC and Q methods yielded broader proteomic repertoires with higher total protein content, while M-isolated EVs exhibited greater purity and enrichment of trafficking- and lysosome-associated proteins. Among the 731 microRNAs (miRNAs) analyzed, 28 were consistently altered across methods and 65 uniquely enriched in M isolates. Reverse transcription quantitative polymerase chain reaction (RT-qPCR) confirmed the key directional trends. These 93 method-dependent miRNAs were predicted to target genes associated with synaptic structure and neurodegenerative pathways.These findings show that EV isolation methodology profoundly influences the cargo composition of salivary EVs and suggest that M can isolate specific EV populations that may better meet diagnostic requirements.",Extracellular vesicles and circulating nucleic acids,2026,Simphor E; Boulestreau J; Marchal R; Van TNN; Molina F; Kahli M,,EV isolation methods; Salivary extracellular vesicles; biomarker discovery; miRNA profiling; proteomics
42208531,10.1016/j.stemcr.2026.102930,ZFHX4 is necessary for dopaminergic neuron differentiation and controls cell cycle by regulating LIN28A.,"Parkinson's disease (PD) involves selective degeneration of midbrain dopaminergic neurons (mDANs), yet the regulatory networks governing their development remain incompletely understood. ZFHX4 has been linked to neurodevelopment across species and shows reduced expression in the PD midbrain. Through integrative analysis of our multiomic data of mDAN differentiation, we show that ZFHX4 is a super-enhancer-controlled transcription factor induced during mDAN specification. Importantly, ZFHX4 is necessary but not sufficient for mDAN differentiation. Genome-wide profiling of ZFHX4 binding revealed targeting to active promoters, and transcriptomic profiling after ZFHX4 depletion identified primary target genes enriched for cell-cycle regulation. Consistently, ZFHX4-depleted cells showed reduced proliferation and accumulated in G2 phase, impairing cell-cycle progression. LIN28A, an RNA-binding protein involved in stem-cell maintenance and microRNA maturation, is among the strongest upregulated genes upon ZFHX4 depletion, with direct ZFHX4 binding at the locus. Our findings indicate that ZFHX4 regulates mDAN maturation through a mechanism involving the LIN28A-miR-9 axis.",Stem cell reports,2026,Valceschini E; Gomez Ramos B; Ohnmacht J; Ginolhac A; Catillon M; Gerard D; Gaigneaux A; Kyriakis D; Grzyb K; Glaab E; Grünewald A; Skupin A; Sauter T; Krüger R; Sinkkonen L,Dopaminergic Neurons; Cell Differentiation; Cell Cycle; RNA-Binding Proteins; Animals; Humans; Super Enhancers; Protein Binding; Transcription Factors; Cell Proliferation,LIN28; Parkinson's disease; ZFHX4; cell cycle; chromatin; dopaminergic neurons; neurodevelopment; super-enhancers; transcription factors
42261156,10.2174/0115672026475503260525074433,Interplay of Genetic and Biomarker Signatures in Oxidative Stress and Inflammation: Advancing Parkinson's Disease Research Through Emerging Omics Technologies.,"Parkinson's disease (PD) is a progressive neurodegenerative illness characterized by loss of dopaminergic neurons and misfolded α-synuclein aggregation. The pathophysiology of PD involves the interplay of oxidative stress, neuroinflammation, and genetic variables. This review provides an overview of the ways oxidative stress and neuroinflammation interact with genetic and epigenetic pathways in PD, as well as how omics technologies have aided in the identification of biomarkers that can be targeted by treatments.

This study was conducted as a narrative review. Using terms such as ""Parkinson's disease,"" ""oxidative stress,"" ""neuroinflammation,"" ""biomarkers,"" ""genetics,"" and ""omics,"" a literature search was conducted in PubMed, Web of Science, and Scopus for research published between January 2012 and December 2025. Studies pertinent to PD-related molecular processes and biomarkers were included after articles were filtered based on titles and abstracts; non- English publications were eliminated.

According to recent research, oxidative stress and inflammation create a positive feedback loop that promotes neuronal death. The genes SNCA, LRRK2, and PINK1 have been associated with impaired mitochondria and mitophagy. PD-related RNA alterations, DNA methylation changes, and dysregulated miRNAs were discovered using omics approaches such as transcriptomics, epigenomics, and epitranscriptomics. BDNF, 8-OHdG, DJ-1, and phosphorylated α- synuclein are potential biomarkers for disease monitoring and diagnosis.

In PD, oxidative stress and neuroinflammation work in combination with genetic, epigenetic, and epitranscriptomic dysregulation to cause dopaminergic neurodegeneration. This highlights the importance of multi-omics integration for identifying reliable biomarkers and disease- modifying therapeutic targets.

Precision medicine is facilitated by an integrative, multi-omics-driven strategy that improves our understanding of the molecular pathophysiology of PD. Future research should focus on validating biomarkers, conducting longitudinal studies, and translating molecular discoveries into personalized treatments.",Current neurovascular research,2026,Vig H; Mishra A; Wal A,,Parkinson’s disease; biomarkers; epigenetics; miRNA; omics; oxidative stress; transcriptomics.; α-synuclein
42260294,10.1038/s41598-026-56607-1,Flunarizine changes microRNA expression in cell cultures and in a mouse model of spinal muscular atrophy.,"Spinal muscular atrophy (SMA) is caused by mutations in the Survival Motor Neuron 1 (SMN1) gene, leading to reduced SMN protein levels and widespread disruption in RNA metabolism. Despite of disease-modifying therapies, which remarkably improve patient outcomes, the long-term effects remain unknown. Dysregulated small non-coding RNAs, including microRNAs, have been reported in SMA, but their contribution to the disease remains unclear. We previously showed that flunarizine could improve the phenotype of an SMA mouse model; however its mode of action is incomplete. Here, we showed that flunarizine modulates the expression of numerous microRNAs. Using small-RNA sequencing of a flunarizine-treated SMA patient fibroblast cell line, we identified several microRNAs, which are also dysregulated in the brains and/or spinal cords of SMA mouse models at early disease stages and corrected with flunarizine. Transfection of the miR-128-3p inhibitor interferes with the flunarizine-induced neurite outgrowth in the murine neuronal NSC34 cells. Among the mRNAs modulated by flunarizine, homeodomain interacting protein kinase 2 (Hipk2) transcripts were revealed as novel miR-128-3p targets using either the mimic or its inhibitor. Our findings suggest that an early microRNA accumulation in spinal cords of SMA models can contribute to molecular dysfunctions and may represent an initiating event in pathogenesis.",Scientific reports,2026,Bon E; Delers P; Dumont F; Salman B; Sapaly D; Letourneur F; Armand AS; Lefebvre S,"Animals; MicroRNAs; Muscular Atrophy, Spinal; Mice; Disease Models, Animal; Flunarizine; Humans; Gene Expression Regulation; Cell Line; Fibroblasts; Carrier Proteins; Survival of Motor Neuron 1 Protein","Flunarizine; HIPK2; Neurodegeneration,; Spinal muscular atrophy,; miR-128; microRNAs"
42279176,10.3390/jcm15114315,Network Meta-Analysis of Cognitive Impairment and miRNA Expression in Alzheimer's Disease Patients with Hearing Loss: A Systematic Review and Cross-Validation.,"Age-related hearing loss (HL) is a significant independent risk factor for Alzheimer's disease (AD), yet the molecular mechanisms underlying this comorbidity and the comparative efficacy of hearing interventions for cognitive outcomes remain unclear. This study aims to integrate clinical evidence and molecular data to address these gaps.The objective of this study was to conduct a systematic review and network meta-analysis (NMA) in order to: (1) compare the effects of hearing interventions on cognitive function in AD patients; (2) identify and rank key microRNAs (miRNAs) associated with AD-HL comorbidity; (3) explore heterogeneity sources; and (4) cross-validate findings with internal clinical sequencing data.We systematically searched PubMed, Web of Science, Embase, and the Cochrane Library, with a cut-off date of May 2024. Included studies involved AD patients with/without HL, reporting cognitive scores (MoCA, MMSE, and AVLT) or miRNA expression data. An NMA was performed to rank interventions (cochlear implants-CIs, hearing aids-HAs, and no intervention-NI) and miRNAs using surface under the cumulative ranking (SUCRA) curves. Heterogeneity was assessed via subgroup analysis and meta-regression. Pooled miRNA expression results were cross-validated against an internal clinical sequencing dataset (LC-P20240110033,= 16) using the intraclass correlation coefficient (ICC) and Bland-Altman plots.Twelve studies (2137 patients) were included. HL was significantly associated with worse cognitive function (MoCA: SMD = -0.82, 95% CI: -1.15 to -0.49; AVLT delayed recall: SMD = -1.12, 95% CI: -1.56 to -0.68). NMA revealed that the CI group (SUCRA = 0.89) was superior to the HA group (SUCRA = 0.62) and NI (SUCRA = 0.09) for preserving MoCA scores. Among the nine differentially expressed miRNAs identified in exploratory synthesis, three met strict quantitative criteria for NMA (reported in ≥2 independent studies with comparable quantification and variance data); hsa-miR-6875-5p was the most consistent biomarker (pooled FC = 1.52, 95% CI: 1.04-2.23), showing excellent agreement with sequencing data (FC = 3.29; ICC = 0.82, 95% CI: 0.67-0.91). Heterogeneity was significantly influenced by the miRNA detection platform (= 0.04) and HL severity (= 0.03).This study demonstrates that HL exacerbates cognitive decline in AD in a dose-dependent manner. Cochlear implants may offer superior cognitive protection compared to hearing aids. The consistently dysregulated hsa-miR-6875-5p emerges as a hypothesis-generating cross-modal biomarker, bridging clinical observation and molecular pathology in AD-HL comorbidity.",Journal of clinical medicine,2026,Wang X; Wei C,,Alzheimer’s Disease; MicroRNA; biomarker; cochlear implant; cognitive impairment; cross-validation; hearing loss; network meta-analysis
42234230,10.1007/s11033-026-11965-x,Biological pathways related to mirna-125a-5p in behavioral variant of frontotemporal dementia.,"Frontotemporal dementia (FTD) comprises a group of neurodegenerative disorders that lead to progressive changes in language, behavior, personality, and movement. Accounting for approximately 60% of cases, the behavioral variant (bvFTD) represents the most common clinical presentation of FTD. MicroRNAs (miRNAs) are small non-coding RNAs involved in gene regulation and are expressed in various biological fluids. Considering bvFTD as an inflammatory disorder, this study investigated the expression of inflammation-related miRNAs in individuals with bvFTD compared with age- and sex-matched cognitively healthy controls.

Twenty patients with bvFTD and 20 cognitively healthy controls, matched for age and sex, were included in the study. Serum levels of miRNA-30c-5p and miRNA-125a-5p were analyzed.

miRNA-125a-5p expression was upregulated in individuals with bvFTD compared with controls (fold change = 2.02). No significant differences between groups were observed for miRNA-30c-5p. An inverse correlation was identified between miRNA-125a-5p expression and age within the bvFTD group. Pathway enrichment analysis revealed that miRNA-125a-5p was significantly involved in the regulation of genes associated with insulin receptor signaling, SUMOylation, SUMO E3 ligase-mediated protein modification, SUMOylation of chromatin organization proteins, estrogen-dependent gene expression, extracellular exosome pathways, neuron migration, microtubule dynamics, and nervous system development.

These findings suggest that miRNA-125a-5p may play an important role in FTD-related biological pathways, underscoring its potential as a molecular marker in the pathophysiology of this disorder.",Molecular biology reports,2026,Pereira JD; Silva LM; Ozawa M; Tosatti JAG; Lima SPO; Silva IR; Jeunon VR; das Graças Carvalho M; de Paula França Resende E; de Souza LC; Caramelli P; Gomes KB,Humans; MicroRNAs; Frontotemporal Dementia; Female; Male; Middle Aged; Aged; Case-Control Studies; Signal Transduction; Gene Expression Regulation,Biological pathways; Frontotemporal dementia behavioral variant; miRNAs
42161892,10.1021/acschemneuro.5c00771,"Molecular, Biochemical, and Epigenetic Mechanisms Involved in Environmental Neurotoxicants Exposure Induced Premature Brain Aging with Central Focus on Pesticides Role.","Environmental neurotoxicants are widely used in various industries, including agriculture and public health sectors, and are known to cause harmful effects to humans through environmental and occupational exposures. Neurotoxicants are increasingly recognized as significant contributors to premature brain aging and neurodegenerative disorders. This review delineates the literature on neurotoxicant-induced comprehensive biochemical and molecular pathways leading to brain aging by consolidating the mechanistic insights with a main focus on pesticides. Exposome research combines environmental monitoring with integrative multiomics technologies such as exposomics, proteomics, and adductomics to map the real impact of neurotoxicants in neurodegenerative disorders. We discussed the intersecting molecular genetic pathways, including genomic instability, telomere attrition, epigenetic remodeling, including aberrant DNA methylation and microRNA deregulation, and biochemical pathways, including mitochondrial dysfunction, oxidative stress, impaired proteostasis, and autophagic disruption across the lifespan. These complex and often intergenerational mechanisms can be contextualized within the exposome framework to emphasize the cumulative environmental exposures that shape premature brain aging. Neurotoxicant exposure interferes with critical neuroprotective pathways, induces systemic metabolic dysregulation, neuroinflammation, and neurodegeneration, and disturbs the gut-brain axis, further amplifying neuronal vulnerability. A mechanistic understanding is important for toxicity screening and regulatory frameworks to mitigate the long-term consequences of neurotoxic insults. This review highlights the importance of eco-friendly alternatives such as integrated pest management strategies to reduce pesticide burdens on humans and environmental health for sustainable development.",ACS chemical neuroscience,2026,M P; Golime R,"Humans; Pesticides; Epigenesis, Genetic; Brain; Environmental Exposure; Animals; Aging, Premature; Neurotoxins; Oxidative Stress",autophagy; brain aging; mitochondrial dysfunction; neurotoxicants; oxidative stress; proteostasis
42434351,10.4103/jmss.jmss_70_25,Region-specific Transcriptomic Signatures in Alzheimer's Disease: A Meta-analysis of Vulnerable Brain Regions Reveals MicroRNA-hub Gene Regulatory Networks.,"Alzheimer's disease (AD) is characterized by progressive neurodegeneration in regionally vulnerable brain areas, yet molecular insights into early pathogenic mechanisms remain limited.

We conducted a meta-analysis of transcriptomic datasets from brain regions affected in early-to-moderate AD - including entorhinal cortex, CA1 hippocampus, angular gyrus, and frontal cortex synaptoneurosomes - using data from seven mRNA and one microRNA (miRNA) microarray studies (GSE16759, GSE110226, GSE37264, GSE26972, GSE36980, GSE37263, GSE39420, and GSE157239). Preprocessing included background correction, logtransformation, quantile normalization, and batch correction via ComBat. Differentially expressed features were defined as false discovery rate <0.05 and | logFC| ≥ 1.23 (genes) or ≥ 2 (miRNAs).

We identified 172 differentially expressed genes (122 upregulated and 50 downregulated) and 82 significant miRNAs. Hub genes included Inositol-trisphosphate 3-kinase B (), Synaptotagmin 1, Dystrobrevin alpha (), X Inactive Specific Transcript, and Regulator of G protein signaling 4 (). Functional enrichment highlighted calcium signaling, synaptic failure, and neuroinflammation. Notably, hsa-miR-30d-5p was predicted to target bothand, suggesting a regulatory axis linking miRNA dysregulation to calcium dyshomeostasis. Receiver operating characteristic analysis revealed that onlyshowed moderate discriminative capacity (area under the curve [AUC] =0.70), while other hub genes (e.g.,, AUC = 0.40) exhibited below-chance performance, underscoring the limitations of single-gene classifiers in postmortem tissue.

This study provides mechanistic hypotheses - rather than diagnostic biomarkers - by uncovering region-specific, miRNA-mediated regulatory networks in AD-affected brain tissues. Future validation in accessible biofluids is essential before clinical translation.",Journal of medical signals and sensors,2026,Jaberi KR; Alashti SK; Hooshmandi S; Vatankhah P; Haghighi MR; Savardashtaki A; Aligholi H; Jaberi AR,,Alzheimer’s disease; microRNA; microarray analysis; noncoding RNA
42215422,10.1080/17410541.2026.2678221,Association between microRNA 155 gene polymorphism and sporadic Parkinson's disease.,"The functional single nucleotide polymorphism (SNP) rs767649 in the miR-155 gene has been linked to other neurological disorders, but its association with sporadic Parkinson's disease (PD) remains unclear.

The rs767649 SNP was genotyped via TaqMan assay. Serum miR-155 levels were measured by RT-qPCR. Statistical analyses included ROC analysis for assessing diagnostic value, Pearson correlation analysis with clinical scores (UPDRS-III, H-Y staging, MoCA), and logistic regression for identifying risk factors of PD.

The miR-155 rs767649 A allele served as a protective factor against PD, with AA homozygotes showing the lowest risk. The TT genotype was associated with elevated serum miR‑155, greater motor impairment (UPDRS‑III, H‑Y stage), and reduced cognitive function (MoCA) in PD patients when compared to TA or AA carriers. In PD patients, elevated serum miR-155 levels correlated with disease severity, distinguished patients from healthy controls, and emerged as an independent risk factor for PD.

The miR-155 rs767649 polymorphism might affect PD susceptibility, and its A allele potentially exerted a protective effect against PD in Han Chinese population. Elevated miR-155 levels appear to be correlated with disease severity and may be an independent risk factor, suggesting its potential as a biomarker for PD diagnosis.",Personalized medicine,2026,Luo S; Li J; Zhang Y; Zou Y,"Humans; MicroRNAs; Parkinson Disease; Female; Polymorphism, Single Nucleotide; Male; Genetic Predisposition to Disease; Aged; Middle Aged; Genotype; Risk Factors; Alleles; Asian People; Genetic Association Studies; Case-Control Studies; Severity of Illness Index",Parkinson’s disease; miR-155; polymorphism; rs767649
42067097,10.1016/j.ijbiomac.2026.152306,Circular RNA in human brain: Systematic review of synaptic functions and disease associations.,"Circular RNAs (circRNAs) are covalently closed, non-canonical transcripts, highly enriched in the mammalian brain and especially synaptic compartments. Generated via back-splicing of precursor mRNAs, their intrinsic stability and spatiotemporally regulated expression enable the modulating function for synaptic physiology through multiple mechanisms, including microRNA sequestration, RNA-binding protein (RBP) interaction, and cap-independent translation. Mounting evidence links dysregulation of brain-enriched circRNAs to the pathogenesis of diverse neurologic disorders, ranging from neurodegenerative conditions (Alzheimer's disease, Parkinson's disease) to neuropsychiatric and epileptic disorders. Beyond pathogenesis, circRNAs also hold biomedical potential, serving as biofluid biomarkers and therapeutic candidates as engineered aptamers. This review synthesizes current knowledge of circRNA biology in regulating brain synaptic function and contributing to neurologic disorders, also highlights unmet needs and key directions for advancing translational research. We introduce an online knowledge base: circrna.database4brain.com to centralize relevant resources.",International journal of biological macromolecules,2026,Chu H; Gui J; Dong M; Li R; Zhang J; Zhang F; Wen S; Yan H; Gao K; Luo H; Lu Z; Jiang Y,"Humans; RNA, Circular; Brain; Synapses; Animals; Gene Expression Regulation; RNA-Binding Proteins; Neurodegenerative Diseases",Circular RNA; Synapse; circRNA
42024084,10.1177/13872877261443968,Transcriptome-based identification and experimental validation of a key gene in Alzheimer's disease using dermal fibroblasts.,"BackgroundAlzheimer's disease (AD) is a neurodegenerative disorder primarily characterized by progressive cognitive impairment and neuronal damage. The pathogenesis of AD is complex and involves multiple pathological processes. Currently, effective methods for early diagnosis and treatment are lacking.ObjectiveTo identify key pathogenic genes and investigate their roles in Alzheimer's disease, we analyzed transcriptomic data from dermal fibroblasts of AD patients, aiming to assess their potential as novel biomarkers and therapeutic targets.MethodsTranscriptomic data from AD patient and control-derived dermal fibroblasts (DFs) were analyzed to identify differentially expressed genes. Key genes were screened using bioinformatics and a random forest algorithm. ceRNA analysis was performed to explore miRNA-mRNA interactions. The candidate gene SRSF5 was validated via overexpression and knockdown, followed by qPCR, western blotting, and reactive oxygen species (ROS) assays. The role of SRSF5 in endoplasmic reticulum (ER) stress was evaluated by measuring ER stress markers and cellular stress responses.ResultsTranscriptomic analysis revealed significant upregulation of SRSF5 in AD DFs. ceRNA analysis identified miRNAs regulating SRSF5 in AD. Overexpression of SRSF5 led to reduced neuronal proliferation, increased apoptosis, elevated ROS levels, and activation of ER stress markers (CHOP, GRP78, XBP1). SRSF5 knockdown alleviated these effects.ConclusionsSRSF5 may drive AD pathogenesis via ER and oxidative stress, serving as a potential biomarker and therapeutic target for early diagnosis and intervention.",Journal of Alzheimer's disease : JAD,2026,Xie M; Niu X; Sun F; Shi L,Humans; Fibroblasts; Endoplasmic Reticulum Chaperone BiP; Alzheimer Disease; Serine-Arginine Splicing Factors; Transcriptome; Reactive Oxygen Species; Endoplasmic Reticulum Stress; MicroRNAs; Gene Expression Profiling; Apoptosis,Alzheimer's disease; SRSF5; dermal fibroblasts; endoplasmic reticulum stress; oxidative stress
41962421,10.1016/j.parkreldis.2026.108305,Up-regulation of tRNA-derived miR-1274b in tears of Parkinson's disease patients.,"Parkinson's disease (PD) is a complex neurodegenerative disorder characterized by motor and non-motor symptoms. Early diagnosis remains challenging due to the lack of reliable, non-invasive biomarkers. Here, we explored the potential of tear fluid (TF) as a diagnostic source by profiling its microRNA (miRNA) content.

The study included a discovery (8 PD, 7 healthy controls (HC)) and a replication cohort (9 PD, 9 HC). miRNA expression was assessed using TaqMan Human MicroRNA arrays. Independent in-silico validation was conducted using a qPCR-based miRNA array dataset comprising pooled cDNA samples from controls (n = 10) and PD patients (n = 29). The relationship between microRNA expression and composite clinical scores in PD patients was explored. Target gene prediction, pathway enrichment, and interaction network analyses were performed.

The t-RNA-derived miR-1274b was consistently upregulated in the TF of PD patients across the discovery and replication cohorts, with additional in-silico support from the independent dataset. Increased expression was particularly evident in a PD subgroup characterized by combined non-motor autonomic symptoms. Predicted target genes were associated with neurodegeneration and cellular dysfunction. Over-representation analysis highlighted pathways related to negative regulation of synaptic transmission, while network analysis revealed interactions between miRNA targets and key PD-related genes, supporting a potential role in disease mechanisms.

Our findings identify miR-1274b as a TF-based miRNA associated with PD, supporting its potential as a non-invasive biomarker. Further studies with larger cohorts and other neurodegenerative diseases are needed to validate these results and explore their clinical applicability.",Parkinsonism & related disorders,2026,Salvi E; Vannetiello I; Cazzaniga FA; Ciullini A; Demleitner AF; Andreasi NG; Tomé S; Elia AE; Leta V; Lingor P; Eleopra R; Catania M; Devigili G; Moda F,Humans; MicroRNAs; Parkinson Disease; Female; Male; Up-Regulation; Aged; Middle Aged; Tears; Biomarkers; Cohort Studies,Biomarker; Noncoding RNA; Parkinson's disease; Tear fluid
41921918,10.1016/j.ctim.2026.103378,"Molecules in motion: A narrative review on exercise, exosomes and eating disorders.","Exercise plays a dual role in eating disorders: maladaptive exercise contributes to their development and maintenance, while supervised and adapted exercise can support recovery. The mechanisms underlying these opposing effects remain unclear. Exosomes, i.e., key mediators of organ crosstalk, may help explain both harmful and therapeutic exercise responses. This narrative review examines how exosomes and their cargo may serve as biomarkers of exercise effects in the context of eating disorders. We synthesized current evidence on exosome biology, exercise-induced exosomal signaling, and insights from related clinical conditions. Current knowledgebase shows that exercise alters exosome release and cargo, including myomiRs involved in muscle regeneration, neuroplasticity, and metabolic regulation. Findings from populations with depression or neurodegenerative disorders suggest that exercise-responsive exosomes can influence various factors of brain health, though these mechanisms have not yet been studied in eating disorders. The exosomal cargo sensitivity to stressors such as exercise and low energy availability, indicate that exosomes may offer a promising pathway for diagnostic and therapeutic biomarker development. Future research must replicate research from other clinical conditions on exercise-induced release and alteration of exosome and their cargo to populations with eating disorders to clearly establish this mechanism in eating disorders treatment.",Complementary therapies in medicine,2026,Stoeren MS; Goleva-Fjellet S; Edlund K; Bratland-Sanda S,Humans; Exosomes; Feeding and Eating Disorders; Exercise; Biomarkers,Exerkines; Kinesiology; Medicine; MiRNA; Molecular biology; Myokines; MyomiRs; Psychiatry; Psychobiology; Sport
40145964,10.4103/NRR.NRR-D-24-01165,RBAD: The first database dedicated alterations of blood RNA in individuals with Alzheimer's disease and their clinical relevance.,"JOURNAL/nrgr/04.03/01300535-202606000-00070/figure1/v/2026-02-11T151048Z/r/image-tiff Alzheimer's disease-associated transcriptomic landscapes have been defined in brain tissue. However, changes in blood RNA and their clinical relevance remain poorly understood. In this study, we developed an RNA profile based on 1468 blood samples from both human and mouse studies, which include bulk RNA sequencing (RNA-seq), microRNA-seq, and single-cell RNA-seq data. We developed a comprehensive analysis pipeline that conducted over 11 million comparisons and correlations to identify more than 20,000 blood features. With these findings, we established a blood RNA database related to Alzheimer's disease, RNAs in Blood of AD (RBAD, http://www.bioinform.cn/RBAD/ ). Using RBAD, we initially validated well-established Alzheimer's disease-related pathways, including olfactory transduction. We then observed a decrease in both the proportion and functionality of erythroid cells, likely attributed to their elevated CD45 levels and interactions with GZMK+CD8+ T cells. Furthermore, we identified 449 blood RNAs linked to patients' overall survival, along with two mRNAs ( H4C3 and CTU1 ) associated with cognitive decline. In summary, RBAD is the first web-based analysis platform dedicated to investigating blood RNA changes in Alzheimer's disease, and provides valuable insights into potential peripheral biomarkers and pathogenic mechanisms related to Alzheimer's disease.",Neural regeneration research,2025,Duan T; Chu J; Li J; Pan S; Liu D; Cheng G; Luo Y; Zhou W; Wang Z; Tan W; Wu Q; Zeng Y; Hu F,,Alzheimer’s disease; RNA; biomarker; blood; clinical relevance; erythroid cells; high throughput sequencing; mild cognitive impairment; olfactory transduction
42290958,10.3389/fncel.2026.1760593,Intensive multidisciplinary rehabilitation modulates serum-synuclein and miRNA expression in Parkinson's disease: preliminary results of a randomized study.,"Parkinson's disease is a progressive neurodegenerative condition, and unfortunately, there are currently no treatments available that can halt or slow down its progression. However, recent research on intensive and multidisciplinary rehabilitation shows great promise, indicating that vigorous exercise may offer benefits to patients. This study is a randomized, single-blind, controlled, two-arm trial comparing an intensive outpatient multidisciplinary rehabilitation program with a home-based self-administered stretching program in Persons with Parkinson's disease (PwPD). This study aims to assess the effects of an intensive rehabilitation program compared to a home-based self-treatment plan on the serum expression of four molecular biomarkers: brain-derived neurotrophic factor (BDNF), total-synuclein, miR-223-3p, and miR-7-1-5p in PwPD.

We enrolled seventy PwPD in mild-to-moderate stages (average age: 71.15 ± 16.19 years, disease duration: 7.67 ± 5.61 years; UPDRS: 38.06 ± 13.07). Out of these, 36 participants (19 males and 17 females) were assigned to an outpatient daily intensive multidisciplinary rehabilitation treatment (EXP-PwPD), while 34 (22 males and 12 females) participated in a home-based self-treatment stretching program (CTRL-PwPD). Serum samples were taken at baseline (T0), at the end of the intervention period (T1, 6 weeks after T0), and at T2 (3 months after T1). We measured the protein concentrations (BDNF and-synuclein) and circulating miRNAs (miR-223-3p and miR-7-1-5p) in the serum, and compared results between the groups.

The intensive rehabilitation program led to a significant increase in serum BDNF and-synuclein expression. Notably, the rise in serum α-synuclein was dependent on exercise, returning to baseline concentration at T2, while serum BDNF remained significantly elevated even 2 months post-program completion (T2) ( = 0.03). Among the miRNAs studied, miR-7-1-5p reflected the pattern of BDNF, showing a notable increase after intensive rehabilitation ( = 0.05) and persistence at follow-up ( = 0.04). There were no significant changes for miR-223-3p. In conclusion, this study indicates that intensive rehabilitation can modify circulating biomarkers in PD. Our findings indicate that intensive exercise induces a sustained elevation of serum BDNF and miR-7-1-5p, reflecting enhanced neuroplastic and neurotrophic activity.

ClinicalTrials.gov, identifier: NCT05452655.",Frontiers in cellular neuroscience,2026,Agostini S; Meloni M; Mancuso R; Nuzzi R; Ferraro G; Salvatore A; Arcuri P; Castagna A; Navarro J; Saibene FL; Clerici M,,"Parkinson’s disease; biomarkers; brain-derived neurotrophic factor (BDNF); intensive outpatient multidisciplinary rehabilitation program; miRNAs; randomized, single-blind, controlled, two-arm trial"
42278353,10.3390/ijms27114824,Neuroinflammation and Secretase Regulation in Alzheimer's Disease: From Molecular Cross-Talk to Multi-Target Therapeutics.,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder characterized by amyloid-β (Aβ) plaque deposition, neurofibrillary tau tangles, synaptic dysfunction, and progressive cognitive decline. AD is increasingly recognized as a condition in which chronic neuroinflammation actively shifts amyloid precursor protein (APP) processing toward the amyloidogenic pathway, driving Aβ production and accumulation rather than merely accompanying amyloid deposition. In this review, we examine the molecular cross-talk between inflammatory signalling and secretase regulation, highlighting how pro-inflammatory mediators promote amyloidogenic processing and contribute to downstream synaptic dysfunction. We discuss the major pathways linking glial activation to aberrant APP cleavage, including STAT3-dependent BACE1 upregulation, immune-mediated modulation of γ-secretase through IFITM3, and activation of the C/EBPβ/δ-secretase axis, which connects inflammatory stress to both amyloid and tau pathology. We further address the contribution of epigenetic mechanisms, particularly microRNA-mediated derepression of BACE1 and suppression of ADAM10, as well as SIRT3-related impairment of Aβ clearance. These interconnected processes establish a feed-forward pathogenic network in which neuroinflammation amplifies secretase imbalance, amyloidogenesis, and synaptic vulnerability. Finally, we discuss emerging multi-target therapeutic strategies aimed at modulating inflammatory signalling, restoring non-amyloidogenic APP processing, and preserving proteostatic and synaptic resilience. Collectively, this framework supports the view that targeting the inflammatory control of secretase activity may represent a biologically relevant strategy for disease modification in AD.",International journal of molecular sciences,2026,Cipriano GL; Anchesi I; Raffaele I; Astorino MF; Minuti A; Calabrò M; Crisafulli C,Humans; Alzheimer Disease; Amyloid Precursor Protein Secretases; Animals; Neuroinflammatory Diseases; Signal Transduction; Amyloid beta-Protein Precursor; Aspartic Acid Endopeptidases; Amyloid beta-Peptides,ADAM10; Alzheimer’s disease; BACE1; amyloidogenesis; microRNA; neuroinflammation; secretases; synaptic dysfunction; γ-secretase; δ-secretase
