pmid,doi,pmcid,year,journal,title,search_arm,article_types,is_review_or_secondary,abstract_reports_auc,abstract_reports_sensitivity,abstract_reports_specificity,carries_quantitative_accuracy,database,pmc_fulltext_available
42571753,10.1016/j.talanta.2026.130405,,2026,Talanta,AuNP decorated-Ni-MOF nanosheet based cDNA sensor for detection of miRNA-128 in Alzheimer's disease.,AD,Journal Article,no,yes,yes,no,yes,PubMed,no
42606634,10.1007/s13760-026-03170-1,,2026,Acta neurologica Belgica,miR-584-5p suppresses Aβ-induced apoptosis in Alzheimer's disease cell model via targeting of HDAC1.,AD,Journal Article,no,yes,no,no,yes,PubMed,no
42606643,10.1007/s12035-026-06137-8,,2026,Molecular neurobiology,Elevated MicroRNA-146a in Alzheimer's Disease and Its Diagnostic Potential.,AD,Journal Article,no,yes,yes,yes,yes,PubMed,no
42622974,10.1007/s11011-026-01947-0,,2026,Metabolic brain disease,"Exosome-derived biomarkers as non-invasive tools in stroke, Parkinson's disease, and Alzheimer's disease.",AD+PD,Journal Article; Review,yes,no,no,no,no,PubMed,no
42643339,10.3389/fnagi.2026.1788991,PMC13503333,2026,Frontiers in aging neuroscience,"Plasma multi-miRNA models classify Alzheimer's, Parkinson's, and Lewy body dementia.",AD+PD,Journal Article,no,no,no,no,no,PubMed,yes
42648816,10.1016/j.aca.2026.345938,,2026,Analytica chimica acta,A lyophilized CHA-lateral flow platform for point-of-care detection of miR-106b-5p from L1CAM-Immunocaptured small extracellular vesicles in Alzheimer's disease.,AD,"Journal Article; Research Support, Non-U.S. Gov't",no,yes,yes,yes,yes,PubMed,no
import_AD_10.1002/acn3.51370,10.1002/acn3.51370,,2021,Annals of Clinical and Translational Neurology,Spinocerebellar ataxia clinical trials: opportunities and challenges,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1002/adhm.202301010,10.1002/adhm.202301010,,2023,Advanced Healthcare Materials,Clinical Translation of Extracellular Vesicles,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1002/alz.14420,10.1002/alz.14420,,2025,Alzheimer's and Dementia,Guidelines for the standardization of pre-analytical variables for salivary biomarker studies in Alzheimer's disease research: An updated review and consensus of the Salivary Biomarkers for Dementia Research Working Group,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1002/alz.14546,10.1002/alz.14546,,2025,Alzheimer's and Dementia,Circulating small RNAs shed new light on dementia risk,AD,Letter,yes,no,no,no,no,Scopus,
import_AD_10.1002/brb3.70572,10.1002/brb3.70572,,2025,Brain and Behavior,MicroRNA Signatures Predict Brain Amyloidosis and Neurodegeneration in Alzheimer’s Disease: Insights from [18F] AV45 and FDG PET Imaging,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1002/kjm2.12391,10.1002/kjm2.12391,,2021,Kaohsiung Journal of Medical Sciences,Reduced serum miR-202 may promote the progression of Alzheimer's disease patients via targeting amyloid precursor protein,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1002/med.21764,10.1002/med.21764,,2021,Medicinal Research Reviews,Artificial intelligence and machine learning-aided drug discovery in central nervous system diseases: State-of-the-arts and future directions,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1002/wrna.1413,10.1002/wrna.1413,,2017,Wiley Interdisciplinary Reviews: RNA,RNA in extracellular vesicles,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1002/wsbm.1310,10.1002/wsbm.1310,,2015,Wiley Interdisciplinary Reviews: Systems Biology and Medicine,Integrative biomarker discovery in neurodegenerative diseases,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/164_2019_220,10.1007/164_2019_220,,2020,Handbook of Experimental Pharmacology,Lipids in exosome biology,AD,Book chapter,no,no,no,no,no,Scopus,
import_AD_10.1007/5584_2023_779,10.1007/5584_2023_779,,2024,Advances in Experimental Medicine and Biology,Extracellular Vesicles in Domestic Animals: Cellular Communication in Health and Disease,AD,Book chapter,no,no,no,no,no,Scopus,
import_AD_10.1007/978-3-031-19564-8_8,10.1007/978-3-031-19564-8_8,,2023,"Advances in Predictive, Preventive and Personalised Medicine","Probiotic Administration for the Prevention and Treatment of Gastrointestinal, Metabolic and Neurological Disorders",AD,Book chapter,yes,no,no,no,no,Scopus,
import_AD_10.1007/978-3-319-75922-7_8,10.1007/978-3-319-75922-7_8,,2023,Handbook of Computational Neurodegeneration,Omic-Based Biomarkers Discovery in Alzheimer’s Disease: High-Throughput Approaches,AD,Book chapter,no,no,no,no,no,Scopus,
import_AD_10.1007/s10571-024-01523-z,10.1007/s10571-024-01523-z,,2025,Cellular and Molecular Neurobiology,Differences in Blood and Cerebrospinal Fluid Between Parkinson’s Disease and Related Diseases,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1007/s11011-026-01939-0,10.1007/s11011-026-01939-0,,2026,Metabolic Brain Disease,Neural network-enhanced investigation of ferroptosis and druggability in early-onset alzheimer’s disease,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1007/s11064-022-03563-7,10.1007/s11064-022-03563-7,,2022,Neurochemical Research,CircAXL Knockdown Alleviates Aβ1-42-Induced Neurotoxicity in Alzheimer’s Disease via Repressing PDE4A by Releasing miR-1306-5p,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s11064-026-04678-x,10.1007/s11064-026-04678-x,,2026,Neurochemical Research,HCG18 is a Potential Pathogenic Factor and Diagnostic Biomarker Alzheimer’s Disease,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1007/s11481-017-9768-z,10.1007/s11481-017-9768-z,,2018,Journal of Neuroimmune Pharmacology,Extracellular Vesicle Biology in Alzheimer’s Disease and Related Tauopathy,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1007/s12031-026-02484-2,10.1007/s12031-026-02484-2,,2026,Journal of Molecular Neuroscience,Value of lncRNA LINC00641 as a Potential Biomarker for Diagnosis of Alzheimer’s Disease and Elucidation of its Underlying Molecular Mechanism,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-014-8944-x,10.1007/s12035-014-8944-x,,2015,Molecular Neurobiology,Circulating MicroRNA as Potential Source for Neurodegenerative Diseases Biomarkers,AD,Article,yes,yes,no,no,yes,Scopus,
import_AD_10.1007/s12035-015-9156-8,10.1007/s12035-015-9156-8,,2016,Molecular Neurobiology,MicroRNA-29a Is a Candidate Biomarker for Alzheimer’s Disease in Cell-Free Cerebrospinal Fluid,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-015-9484-8,10.1007/s12035-015-9484-8,,2016,Molecular Neurobiology,"Peripheral Blood MicroRNA Expression Profiles in Alzheimer’s Disease: Screening, Validation, Association with Clinical Phenotype and Implications for Molecular Mechanism",AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-016-0316-2,10.1007/s12035-016-0316-2,,2017,Molecular Neurobiology,A Customized Quantitative PCR MicroRNA Panel Provides a Technically Robust Context for Studying Neurodegenerative Disease Biomarkers and Indicates a High Correlation Between Cerebrospinal Fluid and Choroid Plexus MicroRNA Expression,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-019-1562-x,10.1007/s12035-019-1562-x,,2019,Molecular Neurobiology,Novel miRNA PC-5P-12969 in Ischemic Stroke,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-020-02101-2,10.1007/s12035-020-02101-2,,2021,Molecular Neurobiology,The Relation of the Brain-Derived Neurotrophic Factor with MicroRNAs in Neurodegenerative Diseases and Ischemic Stroke,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1007/s12035-024-03977-0,10.1007/s12035-024-03977-0,,2024,Molecular Neurobiology,The Applications of CircRNA in the Diagnosis and Treatment of Alzheimer’s Disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1007/s12035-025-05159-y,10.1007/s12035-025-05159-y,,2025,Molecular Neurobiology,Elevated BACE1 mRNA Level is Associated with Lower miR-15a-5p and miR-19b-3p Expressions in Peripheral Blood Mononuclear Cells of Patients with Late-Onset Alzheimer’s Disease: Wet Lab Results and Bioinformatics Analysis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-026-05998-3,10.1007/s12035-026-05998-3,,2026,Molecular Neurobiology,Circ_0092222 is Enhanced in Alzheimer’s Disease and Exacerbates Aβ-induced Neurotoxicity Through Sponging miR-331-3p,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s12035-026-06042-0,10.1007/s12035-026-06042-0,,2026,Molecular Neurobiology,Inhibition of miR-25-3p Alleviates Neuroinflammation in Alzheimer's Disease By Targeting ADAM10,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s13346-025-02019-z,10.1007/s13346-025-02019-z,,2026,Drug Delivery and Translational Research,Nanocarrier-based intranasal drug delivery for enhanced neurological disorders treatment,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1007/s13534-021-00204-w,10.1007/s13534-021-00204-w,,2021,Biomedical Engineering Letters,Technological advances in electrochemical biosensors for the detection of disease biomarkers,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1007/s13760-023-02388-7,10.1007/s13760-023-02388-7,,2024,Acta Neurologica Belgica,LncRNA MEG8 ameliorates Parkinson’s disease neuro-inflammation through miR-485-3p/FBXO45 axis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s13760-026-03065-1,10.1007/s13760-026-03065-1,,2026,Acta Neurologica Belgica,LINC00926 promotes microglial M1 polarization and neuroinflammation by sponging miR-383-3p in Alzheimer’s disease: a potential diagnostic and therapeutic target,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1007/s40495-026-00454-1,10.1007/s40495-026-00454-1,,2026,Current Pharmacology Reports,microRNA-124 in Alzheimer’s Disease: Bridging Neuro-regulation and Emerging Therapeutic Strategies,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/b978-0-12-818000-6.00023-8,10.1016/b978-0-12-818000-6.00023-8,,2021,"Assessments, Treatments and Modeling in Aging and Neurological Disease: The Neuroscience of Aging",ADAM10 as a biomarker for Alzheimer’s disease,AD,Book chapter,no,no,yes,yes,yes,Scopus,
import_AD_10.1016/bs.apha.2026.04.001,10.1016/bs.apha.2026.04.001,,2026,Advances in Pharmacology,Decoding disease progression: Biomarker in Alzheimer’s and Parkinson’s disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/bs.irn.2026.08.006,10.1016/bs.irn.2026.08.006,,2026,International Review of Neurobiology,Blood-based biomarkers for Parkinson’s disease towards the biological definition,AD,Book chapter,no,no,no,no,no,Scopus,
import_AD_10.1016/j.apmt.2021.101028,10.1016/j.apmt.2021.101028,,2021,Applied Materials Today,Emerging two-dimensional materials-enabled diagnosis and treatments of Alzheimer's disease: Status and future challenges,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.arr.2025.102904,10.1016/j.arr.2025.102904,,2026,Ageing Research Reviews,Extracellular vesicle-based biosensors for Alzheimer's disease: A new frontier in precision diagnostics,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.bbadis.2016.06.001,10.1016/j.bbadis.2016.06.001,,2016,Biochimica et Biophysica Acta - Molecular Basis of Disease,Are circulating microRNAs peripheral biomarkers for Alzheimer's disease?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.bbrc.2017.11.122,10.1016/j.bbrc.2017.11.122,,2018,Biochemical and Biophysical Research Communications,Cerebrospinal fluid CD4+ T lymphocyte-derived miRNA-let-7b can enhances the diagnostic performance of Alzheimer's disease biomarkers,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.biocel.2020.105747,10.1016/j.biocel.2020.105747,,2020,International Journal of Biochemistry and Cell Biology,Circular RNA expression profile of Alzheimer's disease and its clinical significance as biomarkers for the disease risk and progression,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.bioelechem.2023.108553,10.1016/j.bioelechem.2023.108553,,2023,Bioelectrochemistry,Electrochemical miRNA-34a-based biosensor for the diagnosis of Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.biopsych.2021.10.010,10.1016/j.biopsych.2021.10.010,,2022,Biological Psychiatry,"Neurochemical Markers of Traumatic Brain Injury: Relevance to Acute Diagnostics, Disease Monitoring, and Neuropsychiatric Outcome Prediction",AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.biopsych.2021.12.015,10.1016/j.biopsych.2021.12.015,,2022,Biological Psychiatry,Exosomal MicroRNA-Based Predictive Model for Preclinical Alzheimer's Disease: A Multicenter Study,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.bios.2020.112253,10.1016/j.bios.2020.112253,,2020,Biosensors and Bioelectronics,Integrated individually electrochemical array for simultaneously detecting multiple Alzheimer's biomarkers,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.bios.2022.114278,10.1016/j.bios.2022.114278,,2022,Biosensors and Bioelectronics,Current trends in blood biomarker detection and imaging for Alzheimer's disease,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.bios.2025.118300,10.1016/j.bios.2025.118300,,2026,Biosensors and Bioelectronics,Self-assembled DNA micelle-GNP for simultaneous detecting miRNAs of Alzheimer's disease via lateral flow assays,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.bjane.2025.844690,10.1016/j.bjane.2025.844690,,2025,Brazilian Journal of Anesthesiology (English Edition),Clinical application of CNS injury biomarkers in anesthesia and intensive care,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.brainres.2025.150138,10.1016/j.brainres.2025.150138,,2026,Brain Research,Advances in plasma biomarkers for the diagnosis of Alzheimer's disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.cca.2019.09.005,10.1016/j.cca.2019.09.005,,2019,Clinica Chimica Acta,Plasma MicroRNA as a novel diagnostic,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.cej.2025.171406,10.1016/j.cej.2025.171406,,2025,Chemical Engineering Journal,High-velocity DNA nanoharvester-enabled ultrasensitive analysis: Decoding extracellular vesicles miRNA Assisted by machine learning for grading of alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.envpol.2025.127068,10.1016/j.envpol.2025.127068,,2025,Environmental Pollution,From disinfectant to neurodegeneration: Integrating machine learning and mendelian randomization reveals triclosan as a novel environmental risk factor for Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.envres.2023.117177,10.1016/j.envres.2023.117177,,2023,Environmental Research,Recent advances in nanobiosensors for sustainable healthcare applications: A systematic literature review,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.humgen.2022.201129,10.1016/j.humgen.2022.201129,,2022,Human Gene,The miR-146a-5p and miR-125b-5p levels as biomarkers for early prediction of Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.ijbiomac.2019.05.061,10.1016/j.ijbiomac.2019.05.061,,2019,International Journal of Biological Macromolecules,"Development of a reliable microRNA based electrochemical genosensor for monitoring of miR-146a, as key regulatory agent of neurodegenerative disease",AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.jalz.2015.12.012,10.1016/j.jalz.2015.12.012,,2016,Alzheimer's and Dementia,Validating Alzheimer's disease micro RNAs using next-generation sequencing,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.jddst.2023.105325,10.1016/j.jddst.2023.105325,,2024,Journal of Drug Delivery Science and Technology,Deciphering the role of nanocarrier-based nucleic acid delivery to the brain for the management of neurodegenerative disorders,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.jep.2023.116671,10.1016/j.jep.2023.116671,,2023,Journal of Ethnopharmacology,Five Tibetan patent medicines orally for ischemic stroke: A systematic review and meta-analysis of randomized controlled trials,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.jhazmat.2024.136719,10.1016/j.jhazmat.2024.136719,,2025,Journal of Hazardous Materials,Circular RNA circ_0061183 regulates microglial polarization induced by airborne ultrafine particles in HMC3 cells via sponging miR-98-5p,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.jns.2020.116886,10.1016/j.jns.2020.116886,,2020,Journal of the Neurological Sciences,Novel fluid biomarkers to differentiate frontotemporal dementia and dementia with Lewy bodies from Alzheimer's disease: A systematic review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.mad.2019.111175,10.1016/j.mad.2019.111175,,2019,Mechanisms of Ageing and Development,Extracellular vesicles as an emerging tool for the early detection of Alzheimer's disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.mgene.2021.100968,10.1016/j.mgene.2021.100968,,2021,Meta Gene,Exploration of potential circulating micro-RNA as biomarker for Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.mito.2021.10.008,10.1016/j.mito.2021.10.008,,2022,Mitochondrion,Blood biomarkers for assessment of mitochondrial dysfunction: An expert review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.molmet.2024.102014,10.1016/j.molmet.2024.102014,,2024,Molecular Metabolism,"Picalm, a novel regulator of GLUT4-trafficking in adipose tissue",AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.nbd.2021.105481,10.1016/j.nbd.2021.105481,,2021,Neurobiology of Disease,Small nucleolar RNAs in plasma extracellular vesicles and their discriminatory power as diagnostic biomarkers of Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.ncrna.2021.08.001,10.1016/j.ncrna.2021.08.001,,2021,Non-coding RNA Research,Long non-coding RNAs in oncourology,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.neuint.2022.105357,10.1016/j.neuint.2022.105357,,2022,Neurochemistry International,"Emerging roles of extracellular vesicles in polyglutamine diseases: Mutant protein transmission, therapeutic potential, and diagnostics",AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.neulet.2021.135953,10.1016/j.neulet.2021.135953,,2021,Neuroscience Letters,Aberrant expression of miR-148a-3p in Alzheimer's disease and its protective role against amyloid-β induced neurotoxicity,AD,Article,no,no,yes,yes,yes,Scopus,
import_AD_10.1016/j.neulet.2024.137765,10.1016/j.neulet.2024.137765,,2024,Neuroscience Letters,Diagnostic value and cognitive regulatory roles of long non-coding RNA UCA1 in Alzheimer's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.neuropharm.2022.109260,10.1016/j.neuropharm.2022.109260,,2022,Neuropharmacology,Opioid tolerance and opioid-induced hyperalgesia: Is TrkB modulation a potential pharmacological solution?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.neuroscience.2017.07.017,10.1016/j.neuroscience.2017.07.017,,2018,Neuroscience,Biomarkers for Alzheimer Disease: Classical and Novel Candidates’ Review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.neuroscience.2023.01.008,10.1016/j.neuroscience.2023.01.008,,2023,Neuroscience,Exercise Protects Against Cognitive Injury and Inflammation in Alzheimer's Disease Through Elevating miR-148a-3p,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.nrl.2021.06.001,10.1016/j.nrl.2021.06.001,,2024,Neurologia,The potential diagnostic accuracy of circulating microRNAs for Alzheimer's disease: A meta-analysis; [La precisión diagnóstica de los microARN circulantes para la enfermedad de Alzheimer: un metaanálisis],AD,Article,yes,yes,yes,yes,yes,Scopus,
import_AD_10.1016/j.nxnano.2026.100707,10.1016/j.nxnano.2026.100707,,2026,Next Nanotechnology,The impact of biomarkers on the pre-diagnosis and treatment of Alzheimer's disease: A comprehensive review,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.omtn.2023.07.016,10.1016/j.omtn.2023.07.016,,2023,Molecular Therapy Nucleic Acids,VWA3A-derived ependyma promoter drives increased therapeutic protein secretion into the CSF,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.parkreldis.2025.108149,10.1016/j.parkreldis.2025.108149,,2026,Parkinsonism and Related Disorders,Plasma microRNA predict cognitive decline in Parkinson's disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.pharmthera.2025.108960,10.1016/j.pharmthera.2025.108960,,2026,Pharmacology and Therapeutics,Next-generation nanocarriers for therapeutic oligonucleotides: Precision targeting and stimuli-responsive cancer therapy,AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.phrs.2024.107389,10.1016/j.phrs.2024.107389,,2024,Pharmacological Research,The bioenergetics of traumatic brain injury and its long-term impact for brain plasticity and function,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.pneurobio.2016.04.003,10.1016/j.pneurobio.2016.04.003,,2017,Progress in Neurobiology,HIV/neuroAIDS biomarkers,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.redox.2015.08.006,10.1016/j.redox.2015.08.006,,2015,Redox Biology,The role of lipoxygenases in pathophysiology; new insights and future perspectives,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.semcancer.2022.06.011,10.1016/j.semcancer.2022.06.011,,2022,Seminars in Cancer Biology,Benefits and limitations of nanomedicine treatment of brain cancers and age-dependent neurodegenerative disorders,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1016/j.snb.2024.137134,10.1016/j.snb.2024.137134,,2025,Sensors and Actuators B: Chemical,Ultrasensitive miRNA-135a-5p biochip for early Alzheimer's disease detection utilizing magneto-optical faraday effect and magnetoplasmonic nanoparticles,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.snb.2025.138826,10.1016/j.snb.2025.138826,,2026,Sensors and Actuators B: Chemical,CRISPR-mediated 3D nanostructured surface plasmon resonance imaging biosensor for highly sensitive microRNA detection,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1016/j.talanta.2026.129510,10.1016/j.talanta.2026.129510,,2026,Talanta,"Recent advances on miRNAs in extracellular vesicles: Molecular mechanisms, detection methods, and clinical applications",AD,Article,yes,no,no,no,no,Scopus,
import_AD_10.1016/s1773-2247(24)01023-2,10.1016/s1773-2247(24)01023-2,,2024,Journal of Drug Delivery Science and Technology,Graphical Abstract TOC,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1038/s41380-025-03011-2,10.1038/s41380-025-03011-2,,2025,Molecular Psychiatry,Maternal prenatal stress induces sex-dependent changes in tRNA fragment families and cholinergic pathways in newborns,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1038/s41392-022-01073-0,10.1038/s41392-022-01073-0,,2022,Signal Transduction and Targeted Therapy,Trends in insulin resistance: insights into mechanisms and therapeutic strategy,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1038/s41392-022-01251-0,10.1038/s41392-022-01251-0,,2022,Signal Transduction and Targeted Therapy,Aging and aging-related diseases: from molecular mechanisms to interventions and treatments,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1038/s41392-026-02662-z,10.1038/s41392-026-02662-z,,2026,Signal Transduction and Targeted Therapy,Insights into the therapeutic strategies for aging and aging-associated diseases,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1038/s41467-020-17655-x,10.1038/s41467-020-17655-x,,2020,Nature Communications,A blood miRNA signature associates with sporadic Creutzfeldt-Jakob disease diagnosis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1038/s41598-019-45687-x,10.1038/s41598-019-45687-x,,2019,Scientific Reports,Circulatory miR-223-3p Discriminates Between Parkinson’s and Alzheimer’s Patients,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1038/s42003-019-0324-7,10.1038/s42003-019-0324-7,,2019,Communications Biology,Risk prediction models for dementia constructed by supervised principal component analysis using miRNA expression data,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1038/s43587-025-00851-z,10.1038/s43587-025-00851-z,,2025,Nature Aging,Pre-symptomatic Parkinson’s disease blood test quantifying repetitive sequence motifs in transfer RNA fragments,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1039/c7ra09767k,10.1039/c7ra09767k,,2017,RSC Advances,Early detection of Alzheimer's disease using a biosensor based on electrochemically-reduced graphene oxide and gold nanowires for the quantification of serum microRNA-137,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1039/d0cs00107d,10.1039/d0cs00107d,,2020,Chemical Society Reviews,Chemical sensing platforms for detecting trace-level Alzheimer's core biomarkers,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1080/00032719.2021.2008950,10.1080/00032719.2021.2008950,,2022,Analytical Letters,Early and In-Stage Diagnosis of Alzheimer’s Disease by the Simultaneous Fluorescent Determination of the Biomarkers miR-501-3p and miR-455-3p with Carbon Quantum Dots in Serum,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1080/01616412.2023.2203616,10.1080/01616412.2023.2203616,,2023,Neurological Research,"Plasma long non-coding RNAs ASMTL-AS1, AP001363.1, AC005730.3 and AL133415.1 as a potential biomarker for Alzheimer’s disease",AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1080/07853890.2025.2610559,10.1080/07853890.2025.2610559,,2026,Annals of Medicine,Targeting CXCL8 in post-traumatic stress disorder and Alzheimer’s disease: insights from cross-disorder molecular analysis,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1080/0886022x.2025.2519834,10.1080/0886022x.2025.2519834,,2025,Renal Failure,Identification and validation of parthanatos-related genes in end-stage renal disease,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1080/14737159.2019.1627202,10.1080/14737159.2019.1627202,,2019,Expert Review of Molecular Diagnostics,A frontline defense against neurodegenerative diseases:the development of early disease detection methods,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1089/rej.2025.0013,10.1089/rej.2025.0013,,2025,Rejuvenation Research,Red Blood Cell-Derived Exosomes as Mediators of Age-Related Neurodegeneration,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1093/nar/gkab987,10.1093/nar/gkab987,,2022,Nucleic Acids Research,BrainBase: A curated knowledgebase for brain diseases,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1097/cm9.0000000000003579,10.1097/cm9.0000000000003579,,2025,Chinese Medical Journal,Biomarkers in Alzheimera's disease: Emerging trends and clinical implications,AD,Editorial,yes,no,no,no,no,Scopus,
import_AD_10.1109/jbhi.2024.3439713,10.1109/jbhi.2024.3439713,,2024,IEEE Journal of Biomedical and Health Informatics,GREMI: An Explainable Multi-Omics Integration Framework for Enhanced Disease Prediction and Module Identification,AD,Article,no,no,no,no,no,Scopus,
import_AD_10.1111/apm.70148,10.1111/apm.70148,,2026,APMIS,miR-769-5p as a Novel Biomarker and Functional Mediator in Alzheimer's Disease: Targeting CREB5 to Alleviate Oxidative Injury,AD,Article,no,yes,no,no,yes,Scopus,
import_AD_10.1111/cns.13429,10.1111/cns.13429,,2020,CNS Neuroscience and Therapeutics,Development of early diagnosis of Parkinson's disease: Illusion or reality?,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1124/pharmrev.122.000788,10.1124/pharmrev.122.000788,,2024,Pharmacological Reviews,Emergence of Extracellular Vesicles as “Liquid Biopsy” for Neurological Disorders: Boom or Bust,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1126/science.add7162,10.1126/science.add7162,,2022,Science,Toward preventing Parkinson’s disease,AD,Review,yes,no,no,no,no,Scopus,
import_AD_10.1136/jnnp-2017-317492,10.1136/jnnp-2017-317492,,2018,"Journal of Neurology, Neurosurgery and Psychiatry",Downregulation of exosomal miR-204-5p and miR-632 as a biomarker for FTD: A GENFI study,AD,Article,no,no,no,no,no,Scopus,
